frame_idx,timestamp_ms,x1,y1,x2,y2,label,class_name_raw,class_id,det_conf
31,1033,361,239,422,290,Vehicle,car,2,0.6850837469100952
31,1033,931,407,1006,486,Vehicle,car,2,0.6357478499412537
31,1033,299,676,422,720,Vehicle,car,2,0.5905051231384277
31,1033,1042,259,1279,568,Vehicle,bus,5,0.5832821726799011
31,1033,302,418,398,525,Vehicle,car,2,0.5798854827880859
31,1033,1023,562,1101,653,Vehicle,car,2,0.5763237476348877
31,1033,408,275,479,344,Vehicle,car,2,0.5740383863449097
31,1033,413,364,452,409,Vehicle,car,2,0.5451855063438416
31,1033,825,378,843,420,Human,person,0,0.5130122303962708
31,1033,876,365,912,400,Vehicle,car,2,0.457495778799057
32,1067,351,365,538,649,Vehicle,bus,5,0.9315325617790222
32,1067,39,471,184,595,Vehicle,car,2,0.7867635488510132
32,1067,281,328,370,407,Vehicle,car,2,0.7067750096321106
32,1067,931,407,1006,486,Vehicle,car,2,0.7061694860458374
32,1067,298,424,393,532,Vehicle,car,2,0.6105629205703735
32,1067,1023,561,1101,653,Vehicle,car,2,0.6024060845375061
32,1067,407,279,478,347,Vehicle,car,2,0.5822980403900146
32,1067,1041,260,1279,567,Vehicle,bus,5,0.5652288794517517
32,1067,359,240,421,292,Vehicle,car,2,0.5641559362411499
32,1067,482,145,520,169,Vehicle,car,2,0.49487754702568054
32,1067,876,365,912,402,Vehicle,car,2,0.475125789642334
32,1067,825,379,844,421,Human,person,0,0.4369465410709381
32,1067,1118,532,1140,579,Human,person,0,0.42495274543762207
33,1100,348,367,536,655,Vehicle,bus,5,0.9390506744384766
33,1100,33,475,179,601,Vehicle,car,2,0.8191445469856262
33,1100,294,428,390,539,Vehicle,car,2,0.7340167760848999
33,1100,278,330,367,409,Vehicle,car,2,0.6980971097946167
33,1100,931,407,1006,486,Vehicle,car,2,0.6956742405891418
33,1100,405,280,477,349,Vehicle,car,2,0.6010680794715881
33,1100,1024,562,1101,653,Vehicle,car,2,0.6008670926094055
33,1100,360,242,417,295,Vehicle,car,2,0.5731126666069031
33,1100,1042,260,1279,568,Vehicle,bus,5,0.5099049806594849
33,1100,482,144,520,170,Vehicle,car,2,0.44198256731033325
33,1100,875,365,912,402,Vehicle,car,2,0.4236191511154175
33,1100,826,381,845,424,Human,person,0,0.4202701449394226
33,1100,1118,530,1139,578,Human,person,0,0.40810754895210266
34,1133,347,369,536,661,Vehicle,bus,5,0.9523455500602722
34,1133,24,479,176,608,Vehicle,car,2,0.8434415459632874
34,1133,277,330,365,412,Vehicle,car,2,0.7577716708183289
34,1133,932,407,1006,486,Vehicle,car,2,0.7233968377113342
34,1133,405,281,475,351,Vehicle,car,2,0.7081959247589111
34,1133,291,432,386,546,Vehicle,car,2,0.6910152435302734
34,1133,1024,561,1101,654,Vehicle,car,2,0.6063558459281921
34,1133,360,244,417,295,Vehicle,car,2,0.5423156023025513
34,1133,1118,529,1139,578,Human,person,0,0.4972309172153473
34,1133,1041,261,1279,568,Vehicle,bus,5,0.48775893449783325
34,1133,481,145,519,172,Vehicle,car,2,0.48401984572410583
34,1133,826,382,847,427,Human,person,0,0.45638200640678406
34,1133,875,365,912,402,Vehicle,car,2,0.4119877517223358
35,1167,345,372,534,670,Vehicle,bus,5,0.9432551860809326
35,1167,19,484,172,614,Vehicle,car,2,0.8513209819793701
35,1167,271,335,361,415,Vehicle,car,2,0.8055495023727417
35,1167,932,408,1006,486,Vehicle,car,2,0.7043118476867676
35,1167,402,282,474,353,Vehicle,car,2,0.6904653906822205
35,1167,285,436,384,549,Vehicle,car,2,0.601514995098114
35,1167,1041,259,1279,570,Vehicle,bus,5,0.5885570645332336
35,1167,356,245,415,296,Vehicle,car,2,0.5672083497047424
35,1167,479,146,519,173,Vehicle,car,2,0.5524194240570068
35,1167,1025,561,1101,654,Vehicle,car,2,0.54314786195755
35,1167,630,226,657,264,Vehicle,car,2,0.5321035981178284
35,1167,826,383,847,429,Human,person,0,0.5046641230583191
35,1167,1118,528,1138,578,Human,person,0,0.49621495604515076
35,1167,876,365,913,401,Vehicle,car,2,0.4059428572654724
35,1167,886,393,925,457,Vehicle,car,2,0.38881343603134155
36,1200,340,376,533,679,Vehicle,bus,5,0.9580110311508179
36,1200,268,337,358,418,Vehicle,car,2,0.754800021648407
36,1200,10,489,166,623,Vehicle,car,2,0.7406392693519592
36,1200,933,408,1006,486,Vehicle,car,2,0.6847546100616455
36,1200,398,285,473,357,Vehicle,car,2,0.673016369342804
36,1200,630,229,657,266,Vehicle,car,2,0.5867915153503418
36,1200,279,442,381,557,Vehicle,car,2,0.5717480182647705
36,1200,354,249,413,299,Vehicle,car,2,0.5520132184028625
36,1200,479,147,518,174,Vehicle,car,2,0.5354844927787781
36,1200,827,385,848,430,Human,person,0,0.5304747819900513
36,1200,1040,259,1279,574,Vehicle,bus,5,0.517317533493042
36,1200,1118,527,1138,578,Human,person,0,0.5147972702980042
36,1200,1026,561,1101,654,Vehicle,car,2,0.496202677488327
36,1200,887,397,925,457,Vehicle,car,2,0.41445642709732056
36,1200,876,365,913,401,Vehicle,car,2,0.40462058782577515
37,1233,335,379,531,687,Vehicle,bus,5,0.9341579675674438
37,1233,264,339,355,423,Vehicle,car,2,0.6823043823242188
37,1233,933,408,1006,486,Vehicle,car,2,0.6818754076957703
37,1233,2,493,161,630,Vehicle,car,2,0.6797876358032227
37,1233,396,287,470,359,Vehicle,car,2,0.6573390960693359
37,1233,475,147,518,174,Vehicle,car,2,0.6200866103172302
37,1233,351,249,414,301,Vehicle,car,2,0.5749120712280273
37,1233,274,448,379,567,Vehicle,car,2,0.5560566782951355
37,1233,1026,563,1102,654,Vehicle,car,2,0.4859352111816406
37,1233,629,230,656,267,Vehicle,car,2,0.48491933941841125
37,1233,593,659,632,720,Human,person,0,0.45931118726730347
37,1233,828,386,848,431,Human,person,0,0.45322874188423157
37,1233,457,219,494,261,Vehicle,car,2,0.4531775414943695
37,1233,1040,256,1279,575,Vehicle,bus,5,0.4467674195766449
37,1233,887,398,924,457,Vehicle,car,2,0.44521215558052063
37,1233,592,248,607,287,Human,person,0,0.4333127737045288
37,1233,1118,527,1138,577,Human,person,0,0.42872291803359985
37,1233,876,365,913,403,Vehicle,car,2,0.4078805148601532
38,1267,329,385,530,693,Vehicle,bus,5,0.9469967484474182
38,1267,934,407,1006,486,Vehicle,car,2,0.6988743543624878
38,1267,0,501,157,639,Vehicle,car,2,0.6681466102600098
38,1267,262,343,354,425,Vehicle,car,2,0.608421802520752
38,1267,349,249,412,302,Vehicle,car,2,0.6016069054603577
38,1267,395,288,469,362,Vehicle,car,2,0.5923248529434204
38,1267,478,148,517,175,Vehicle,car,2,0.5752444267272949
38,1267,267,451,371,574,Vehicle,car,2,0.5583757758140564
38,1267,592,251,608,288,Human,person,0,0.539764940738678
38,1267,827,387,849,435,Human,person,0,0.4744207561016083
38,1267,1027,564,1101,655,Vehicle,car,2,0.4605134129524231
38,1267,437,178,478,212,Vehicle,car,2,0.43190068006515503
38,1267,886,398,924,457,Vehicle,car,2,0.43099191784858704
38,1267,876,365,913,404,Vehicle,car,2,0.418561726808548
39,1300,327,388,529,703,Vehicle,bus,5,0.9473791122436523
39,1300,0,506,151,646,Vehicle,car,2,0.7984539270401001
39,1300,260,345,352,429,Vehicle,car,2,0.7183738350868225
39,1300,934,407,1006,486,Vehicle,car,2,0.6966485977172852
39,1300,346,250,411,305,Vehicle,car,2,0.6296877264976501
39,1300,393,291,468,364,Vehicle,car,2,0.6116683483123779
39,1300,263,458,368,583,Vehicle,car,2,0.5961913466453552
39,1300,477,148,516,175,Vehicle,car,2,0.576185405254364
39,1300,828,391,849,437,Human,person,0,0.5695599913597107
39,1300,438,179,477,214,Vehicle,car,2,0.454299658536911
39,1300,876,365,912,403,Vehicle,car,2,0.45407259464263916
39,1300,453,222,493,267,Vehicle,car,2,0.4534371793270111
39,1300,1027,564,1102,656,Vehicle,car,2,0.44326138496398926
39,1300,886,399,925,458,Vehicle,car,2,0.41213154792785645
39,1300,493,202,538,243,Vehicle,car,2,0.407198429107666
40,1333,321,388,528,711,Vehicle,bus,5,0.9347190260887146
40,1333,256,348,350,435,Vehicle,car,2,0.7574679851531982
40,1333,0,511,146,654,Vehicle,car,2,0.723578691482544
40,1333,934,407,1006,486,Vehicle,car,2,0.7133687138557434
40,1333,388,391,435,447,Vehicle,car,2,0.6874501705169678
40,1333,393,296,467,367,Vehicle,car,2,0.6585076451301575
40,1333,252,464,367,590,Vehicle,car,2,0.650223970413208
40,1333,345,254,407,308,Vehicle,car,2,0.6497412323951721
40,1333,477,148,516,176,Vehicle,car,2,0.6192269921302795
40,1333,829,394,849,439,Human,person,0,0.5689843893051147
40,1333,436,180,477,215,Vehicle,car,2,0.46177539229393005
40,1333,1029,565,1105,656,Vehicle,car,2,0.4522991478443146
40,1333,876,365,912,403,Vehicle,car,2,0.438795268535614
40,1333,886,399,925,458,Vehicle,car,2,0.42488163709640503
40,1333,1041,254,1279,570,Vehicle,bus,5,0.4168425500392914
40,1333,452,222,492,269,Vehicle,car,2,0.41664057970046997
40,1333,626,233,657,274,Vehicle,car,2,0.4128722548484802
41,1367,317,392,527,714,Vehicle,bus,5,0.9399880170822144
41,1367,934,407,1006,486,Vehicle,car,2,0.7433347702026367
41,1367,250,351,349,439,Vehicle,car,2,0.6956846714019775
41,1367,389,297,465,370,Vehicle,car,2,0.6835986971855164
41,1367,249,470,362,599,Vehicle,car,2,0.6817523241043091
41,1367,477,149,515,177,Vehicle,car,2,0.663355827331543
41,1367,344,257,406,309,Vehicle,car,2,0.6551066637039185
41,1367,0,517,142,663,Vehicle,car,2,0.6301409602165222
41,1367,829,395,849,442,Human,person,0,0.5897527933120728
41,1367,384,395,434,456,Vehicle,car,2,0.549557626247406
41,1367,1030,566,1104,658,Vehicle,car,2,0.4869397282600403
41,1367,1042,254,1279,567,Vehicle,bus,5,0.46303853392601013
41,1367,885,401,927,459,Vehicle,car,2,0.4244934916496277
41,1367,876,365,912,404,Vehicle,car,2,0.42236483097076416
41,1367,626,235,656,275,Vehicle,car,2,0.4066532850265503
41,1367,491,205,537,245,Vehicle,car,2,0.4005945920944214
